startup_id,startup_name,founding_year,funding_stage,total_capital_raised_usd,cash_on_hand_usd,monthly_burn_usd,runway_months,annual_revenue_run_rate,revenue_growth_rate_percent,gross_margin_percent,burn_multiple,ltv_cac_ratio,investor_tier_primary,has_debt,patent_count,network_effects_present,has_data_moat,regulatory_advantage_present,tech_differentiation_score,switching_cost_score,brand_strength_score,scalability_score,product_stage,product_retention_30d,product_retention_90d,sector,tam_size_usd,sam_size_usd,som_size_usd,market_growth_rate_percent,customer_count,customer_concentration_percent,user_growth_rate_percent,net_dollar_retention_percent,competition_intensity,competitors_named_count,dau_mau_ratio,founders_count,team_size_full_time,years_experience_avg,domain_expertise_years_avg,prior_startup_experience_count,prior_successful_exits_count,board_advisor_experience_score,advisors_count,team_diversity_percent,key_person_dependency,success,burn_multiple_calc
id_588897,DataFin_27691,2022,Seed,797855,373116,46484,8.02660374695743,129776,77.80873839097458,82.96946025793923,4.298315913667127,1.3459549585622137,Tier2,False,0,False,False,True,0.8448615047966207,3.692705467234212,1.54297122147828,0.3948298936262196,Beta,0.2718944191291531,0.1761852838892623,FinTech,150894282493,11724134225,5754941736,30.499491108632814,247,12.44511508534044,68.1258789525123,103.86146216893572,3.0393469072407404,15,0.2798696263476581,1,5,1.9783046280752647,5.429556178940569,3,0,2.591236020393219,8,71.1789243193071,True,True,4.298236962150167
id_432099,DataMind_42131,2022,Series A,9632604,3259719,455945,7.149362265674601,3856606,33.130260071677384,84.26474847859095,1.41869402674113,1.7897352965678712,Tier1,True,5,False,False,False,2.971389657905066,2.768615593326797,2.0187540346633512,0.5260467761841354,GA,0.4863679834851692,0.3101456313849465,SaaS,438814340994,59682456369,19738608745,20.588374137609883,7544,16.4461680371414,34.865142602148474,107.11052400064597,3.4568026311265894,20,0.1496357887736399,1,44,8.520023121441298,6.687114657601869,4,1,1.494667046022798,2,33.823791271012595,True,False,1.4186930166057927
id_73272,SmartTravel_45070,2023,Pre-seed,396245,251318,32105,7.827801967941393,0,18.65959874968697,73.58650747234651,100.0,0.0,Unknown,False,0,False,True,False,1.0698587947941207,2.8719013561660205,0.8007458572843984,0.4072507414526458,Beta,0.2281902823926649,0.251288626476561,HealthTech,4064563207960,807717281851,173071706057,20.391048344195777,77,40.223766479245256,15.95898133053564,98.29143660151402,3.069158408431071,36,0.1403004953063096,3,3,1.768995081048797,2.015217031297317,2,0,1.722556960821288,4,66.90716168545143,False,False,100.0
id_514612,RapidLegal_16628,2009,Series C+,121882229,41117886,3107996,13.229706466211562,121211877,196.16589593089805,68.2817097973865,0.3076923076923077,3.613947216159176,Tier1,False,0,False,True,False,4.615212471994928,4.858667267120642,1.1010634808519175,0.4099892285865349,GA,0.8291548538887392,0.2434094945506966,FinTech,211026063515,33988010131,6539585666,22.468557763196685,409464,15.406310189713054,172.16693933253077,120.0,4.344926875190412,9,0.2642761097830346,1,399,6.288873953573599,5.703666916577962,3,0,2.2333816398010704,6,33.07420125892061,False,True,0.3076922239229081
id_30266,CoreSoft_20414,2020,Series A,10808949,5801710,515452,11.25556230312124,4208119,57.138705718369486,71.06396241981065,1.4698803358174892,1.7501621684924211,Tier2,False,5,False,True,False,2.6615722766859813,1.8388170592124184,2.9463716169734995,0.3840437154763185,GA,0.3937365016137021,0.3408545913180048,SaaS,497700133284,37978453056,5073941320,23.280417729379348,486,24.457421376529545,51.94755267241363,106.16644193702182,3.025974413847305,35,0.1806301158391229,3,25,7.2337944402162995,5.137887958078668,1,0,2.794971527318953,1,79.19307304352472,False,True,1.4698785847073241
id_999865,BrightReal Estate_88692,2022,Seed,1328481,683655,76756,8.906757252665326,172274,43.863210337443455,72.42300171750165,5.346593683584607,1.4683229691323814,Angel,False,0,False,True,False,2.3989574243238905,2.4939835573993405,2.5339178291400457,0.317090205861798,GA,0.5121076810961855,0.3507244428077752,AI/ML,297246746394,17050910012,4996452184,36.81523574850708,167,23.702459700959405,41.91653760563584,104.93799626904516,4.497178714875215,22,0.1943825582296428,3,11,7.514942093643351,3.938787430391972,2,0,1.3946652102771535,3,59.32807506599895,False,False,5.346552584835785
id_560352,QuantumHR_139,2022,Series A,11274887,6403937,523413,12.234953790484209,3710648,13.674758131639225,52.64946810256282,1.6926850351676974,1.266803454262958,Tier1,False,0,False,False,False,1.5384621378584171,3.724382098402123,1.624005643899865,0.4222772769854178,GA,0.4647765102016886,0.1575378256385939,BioTech,27745594852,4410317599,540332698,20.676485662830395,2818,11.85533865696978,15.164149399845666,109.53886810669796,4.634048566888238,27,0.3978990126487901,1,13,3.747790072420342,2.60144456845066,2,0,2.934594979491987,5,52.644277618409824,True,False,1.6926844044490343
id_757309,QuantumHR_1751,2012,Series C+,134460438,53726277,3654441,14.701637064911754,115941616,29.66897750764405,79.23778515828917,0.3782360723463182,3.093838544544205,Tier2,True,0,False,True,False,2.134029731306572,3.816715204290729,2.3582953108985985,0.3832630610156144,GA,0.5736415829766062,0.2954190320958208,SaaS,419160164739,32270939160,7234124479,20.193391256258668,410392,5.28869770861247,26.11657753781528,112.53971053406882,2.316101106158012,7,0.2732725702260664,2,297,11.145578937553877,3.196055679384153,4,0,2.2219859623553657,7,60.86057688762571,True,True,0.37823599077659914
id_71744,SwiftFood_63110,2025,Pre-seed,135610,51508,11549,4.459933531424804,0,24.39928325263021,60.25908146067192,100.0,0.0,Angel,False,0,False,True,False,0.8399280169174338,2.1414250602040865,1.174818619003532,0.0857920620089982,Concept,0.1653646297113717,0.1513590305856925,EdTech,57215304644,9622799590,813928266,21.81029660202811,19,40.03118436123148,23.329837381057036,91.39413108467475,3.1084945888321225,13,0.162456726569225,2,4,2.3660550315488518,0.6975911101080002,2,1,0.4675020728337826,9,49.81830246284208,True,False,100.0
id_181982,NextCyber_69151,2023,Seed,822440,248765,51566,4.82416123084029,64980,13.642651677577552,51.9613203718855,9.522789990477444,0.812232271022954,Angel,True,0,False,False,False,1.58314206548223,2.6248097821838683,1.078890873126803,0.1247564046226952,GA,0.258579789353085,0.0873558893823431,HealthTech,998621156548,99272346166,34161089284,21.77765171098348,630,21.76188760744472,15.592881434226085,94.00149887445416,2.8176923712663404,35,0.1193692133561105,3,3,5.192462231603463,3.1851540818576485,1,0,1.2160923779648036,6,64.99992625528444,True,False,9.52280701754386
id_258442,LegalSolutions_64873,2019,Series A,11381510,6489147,598305,10.845870751866938,1888455,13.042515081635027,66.96630033255302,3.8018739574710327,0.6837192443612143,Tier2,True,0,False,False,False,1.4615542840501343,0.8427112783388281,0.7562196124012838,0.2397147978246125,GA,0.1632242341718227,0.2004092808173193,EdTech,54477867590,9318487957,424705011,12.372986644260976,5765,11.866946772187198,11.449869986399367,93.15140916277495,2.3294854292312985,18,0.0704497121856476,1,35,1.850053903456695,1.9535482714516184,4,0,0.9966302812072532,8,48.51899096619145,True,False,3.801869782441202
id_703429,SwiftBase_2485,2019,Series A,10077681,4634094,440740,10.514341147964176,3882943,354.45549261472985,73.44618394273375,1.3620808758183476,2.2429496415907866,Tier1,False,0,False,True,False,2.334923912148162,3.0304829522884544,2.02416092408363,0.7161223291754563,GA,0.513870551769714,0.2522662944878394,Gaming,75544392271,13982751672,491646435,18.528298137876888,5049,9.687803804533823,398.2664956312029,116.70853977004828,2.389491982028824,15,0.3904585586605245,1,45,12.530945420390816,7.914633427202769,4,0,1.4035142730721608,2,44.99374478531472,True,True,1.362080257165763
id_186944,ClearEd_80286,2023,Seed,1810171,720395,99746,7.22223495438949,277226,33.767136536262896,53.18896128133537,4.317636793859824,1.1158996277835251,Angel,False,0,False,False,True,2.2752756763575936,2.206104241153931,1.7793590216702326,0.5379824857402742,Beta,0.5964130013595399,0.2961129871543086,HealthTech,2688620702828,468576114575,132309561218,19.645756539079155,483,13.343140209188558,36.475246359498165,110.8810906751,4.795764261458573,37,0.2725663223616681,2,12,3.162083459295453,4.022478963963343,2,0,0.983412765378748,5,62.50287973538314,True,False,4.317603687965775
id_244806,FirstFin_19437,2024,Pre-seed,331916,143302,25771,5.560427546576862,24046,49.38639548285857,82.26595781199211,12.86102719788597,2.8162486824927986,Angel,False,1,False,False,False,1.5742570655558636,2.3861987775037274,0.9316268454580118,0.4470825086872341,Beta,0.3079995463633893,0.2012779382111499,SaaS,21114948153,2994157453,841844396,15.878534778820022,65,30.877663863455485,41.41616390553085,103.9243960033678,3.464539793528606,48,0.2954499716268459,1,4,8.788934038216878,7.04009278993748,2,0,1.0603733730588092,4,79.07372816146614,False,False,12.860850037428262
id_217375,Real EstateSoft_41321,2025,Pre-seed,154063,97185,12015,8.088623060130773,0,43.29136745477199,69.98632618139634,100.0,0.0,Angel,False,0,False,False,False,1.261026609791308,1.1362382530013189,1.624293310374538,0.3058147625137192,Beta,0.281476702852837,0.3202124587483114,HealthTech,1249157470642,221029015123,57716843041,25.44883730313543,6,63.56215641011006,44.925091813303865,103.35387937073924,3.641274753706445,48,0.2591667169890638,1,1,7.870985401350653,4.901163610407842,4,1,2.049165276947877,3,40.10666442241615,False,False,100.0
id_174383,PureTech_14878,2015,Series C+,35855385,22442713,1002389,22.3892187539947,28423134,72.82373466194355,86.3535649545778,0.4232000380133107,3.326769022017577,Tier2,False,0,False,True,False,2.4102775991362715,2.7754757423494434,3.4258731431417604,0.7062235773932521,GA,0.6474489396044949,0.3782932244558649,SaaS,352015846147,70021369080,6447001313,18.46888316713914,454747,10.8396923488555,73.22108229879586,109.0824461298966,3.997126097969456,12,0.4195170603627421,1,275,5.761778261879484,3.6139196211545546,2,1,0.8501116222135328,9,69.33380393244802,True,True,0.42319991877039315
id_726107,CyberBase_88626,2024,Seed,1387254,764309,82054,9.31465586611592,210166,26.45704030894959,87.45842058787863,4.685107399377152,1.3420666459703556,Unknown,False,10,False,False,False,2.694800813918688,1.2915160133765788,2.5023760700232955,0.5251672527026261,Beta,0.3887323584590383,0.2100898950477191,SaaS,376693148648,75048024048,871596556,21.88226368640291,468,24.20013348517272,25.01181787461245,101.89151577992378,3.549538272693507,44,0.2059999599520107,4,11,3.643819867518347,3.345051281014776,4,0,1.3308059384871076,6,56.50332403520197,True,True,4.685096542732888
id_503730,CoreMarketing_94882,2022,Series A,7517275,4765007,342818,13.899484651101472,3392997,65.25161908470008,77.57438393567182,1.2124463180389708,3.839715050873308,Tier1,False,0,True,False,False,2.503334488142353,2.8380309074098045,0.9084462225296304,0.3141933002089616,GA,0.4675439466917823,0.2968844104747154,SaaS,236623089193,26288572847,1833716807,15.69473968680195,828,15.455134874942498,53.87564850347283,111.72226092759864,4.351097091721178,24,0.3977309965190103,4,34,9.486642318994146,1.8597635320958477,4,0,2.494282619950305,9,46.87441519060354,False,False,1.2124431586588493
id_435054,QuantumMarketing_92721,2021,Series A,10327813,5117780,473625,10.805536389963436,4587116,58.67632919846288,80.15381520338909,1.2390156102675598,1.5984391518415015,Tier2,False,0,True,True,False,2.5788289365710044,2.595811994835536,1.732227778207747,0.7407824631770615,GA,0.6799650087360112,0.2891436346702483,FinTech,316339812303,30772036498,10131661208,28.694165186896665,6025,16.79495424330093,65.17620801629603,111.04201282277054,4.377395915347782,45,0.3155594175212649,3,29,7.2951709249793,9.076539684527395,3,0,2.3385138554756115,0,78.00398557720254,False,True,1.2390137942881758
id_873756,DataBio_29120,2015,Series B,23295210,15389018,792037,19.42966681703064,18533669,54.36500652887884,70.77820177141344,0.5128205128205128,3.5336198562392287,Tier1,False,0,False,False,False,3.286367779219689,3.188950915450772,2.3170203277940646,0.536891285299918,GA,0.6661054946561347,0.6694589127468269,SaaS,447878964024,76013589798,15992824240,28.655300029600127,17413,18.96640741032487,49.428128501219135,120.0,2.855577897908176,40,0.454442735640048,1,98,12.548652945990897,11.31158370236077,1,1,1.024809067581256,1,75.4013932156133,False,True,0.5128204242775675
id_628312,SwiftLegal_79012,2018,Series B,14993008,4674457,612674,7.629595631912507,4720043,41.51655484674032,49.344259052685736,1.5576319599275672,0.6429092881412737,Tier2,False,0,False,False,False,1.6131008890443803,1.4781441204727703,1.457729916806411,0.2469384038637939,GA,0.3326401825802956,0.2117167521423774,E-commerce,1783975873574,326863301876,62451615761,19.56550489768658,21531,18.75790987446948,43.70324860297057,97.12000482315908,3.2213965691545203,26,0.2433592191046719,2,68,5.529258841672038,3.107084990246963,2,0,1.6754874484612905,5,52.57744685805234,True,True,1.5576315724242342
id_231523,BioBase_84926,2019,Series B,10479674,5173228,384493,13.454661443116215,6980705,133.31254264791826,60.21280840045946,0.6609532759164147,2.943479260226178,Tier2,False,0,True,False,True,3.273232919445878,2.2457218383667343,3.64257064988753,0.3110175631093836,GA,0.6884660426727963,0.4845432583274274,FinTech,389527902748,22806576419,709968991,25.34571514809606,36575,18.96987909760415,137.63887868388758,111.03520515028752,3.841873450616961,33,0.3026811016912061,1,115,4.9328172965020345,7.473050217722503,4,0,2.1461457410615807,0,74.44585080617625,False,True,0.660952726121502
id_266458,CloudFin_16811,2025,Pre-seed,419166,139200,33942,4.101101868326207,18710,39.22810381692752,33.53470952814316,21.769293604884624,0.606224864433177,Angel,False,0,False,False,False,0.5866352305485445,0.9395100166403804,1.4489161780098,0.3734111470815206,Concept,0.2756530832068901,0.0931167745923328,E-commerce,1871959530427,230264053424,71736396414,12.111374731252342,72,45.51680024790899,39.33627088081601,98.3745052669163,4.64890844583646,12,0.086603076340319,2,1,2.582131612385905,1.542551377613788,0,0,1.8824940069911704,3,78.81655585513958,False,False,21.76932121859968
id_325101,SmartSoft_36723,2018,Series A,10594031,7347964,507873,14.468104522420768,3107512,38.39723083128434,52.14181707204146,1.9612082060875555,1.056821664554753,Tier1,True,0,False,True,False,2.2682364272781914,3.867183949064733,1.9366409069331327,0.2699943674896533,GA,0.4501280241306982,0.3402979470882469,BioTech,27220383004,1932975539,1006957463,23.08246929626644,2253,19.496841734170538,38.853377933005774,105.49448847134174,2.6774162200283467,11,0.2941366209283003,2,11,6.147208532956009,5.0128712438880445,3,0,3.0489817502877137,6,73.11275804779686,True,False,1.9612075512500031
id_962755,GreenPlatform_15592,2020,Series B,28761332,11310831,1097325,10.307637196626816,16791321,51.44823520056756,60.93954094825816,0.7842089024980055,1.4352148266967737,Tier2,True,0,False,False,False,2.395271323870672,1.1663498259989005,1.873774212458512,0.3185975731725585,GA,0.4778090207893541,0.3868652170901818,FinTech,149353872805,26942930197,3099528821,26.67142581958132,40712,10.893110952143395,54.48353631902187,106.15734206469644,2.0898126422033485,30,0.2517511373033704,1,106,6.969162804445041,2.310136906531857,1,1,1.2709643746002757,2,45.77869976700161,False,True,0.7842086992440916
id_246231,GreenSolutions_28523,2010,Series C+,131607652,44712262,3519170,12.705341611453443,91030832,33.919494044875094,70.34444070041903,0.4639092439780162,1.803442355757385,Tier1,False,0,True,False,False,0.8876223087662752,2.2817260966722643,2.0339104010831197,0.7020326344501595,GA,0.6426005795969877,0.5598118470268635,HealthTech,4567516484280,551982219559,89390298501,19.389953069247355,68305,19.403980659195117,40.547354424225446,114.48950459102774,4.418979931699522,37,0.3755256123357378,2,266,10.857328150720496,10.06451187381057,3,1,2.719263986985393,0,71.73118341102109,False,True,0.4639091950735988
id_232855,FinNetwork_69759,2022,Seed,561739,219009,32058,6.831463274833094,76487,24.799670406107392,64.70894312328804,5.029642736535607,0.877157780314603,Tier2,False,0,False,True,False,1.8830352640504049,2.04578484707892,1.5224371297736423,0.328756527501698,Beta,0.2731456384480197,0.4185181792422295,EdTech,57249446474,3324449358,557558712,19.117656641049773,571,17.194778558022357,20.766605467742345,106.5095038191863,2.759367312902177,37,0.2212087562518943,2,10,3.711685375699559,6.1656414942665245,3,2,2.88342503722625,6,29.62151296665819,True,True,5.029560578921909
id_403950,PureLabs_11395,2019,Series B,11355949,4686436,426067,10.999284820048535,5420020,195.05419069542228,81.76762214038055,0.9433189185208612,1.06654715372304,Tier1,False,5,False,True,False,3.151239745304165,4.185871920698704,2.558971643832275,0.2261774469980064,GA,0.3772275635127642,0.3347968376637003,AI/ML,180143903455,24456205239,2067371527,26.52080906693558,45126,10.196873916542712,232.18965955502773,108.26898320716435,2.403674377198293,11,0.1803907290918434,2,140,5.1685600886283805,5.34100720715147,0,0,1.4349146825685255,1,71.05354207861532,True,False,0.9433182903384121
id_654982,SwiftBase_96842,2018,Series A,14040289,8440614,700634,12.047103634818336,3407123,35.79054520610537,72.72217729440524,2.4676570740492227,1.074769151112847,Tier1,False,0,False,False,False,2.38383908783343,2.378146590205131,0.6811812553804745,0.2363503633963354,GA,0.3490644259227997,0.3390482871579576,EdTech,45157027132,6259749090,790997531,13.993286300700923,7591,9.631839770124962,40.990505389236205,100.262134688737,4.112261778935515,45,0.1887034169941743,2,20,1.6050907734342703,3.9429863951472486,0,0,1.3078255795916205,2,72.36842735732876,True,False,2.4676561427339134
id_449447,ClearSpace_16120,2020,Series A,10108394,6456262,499165,12.934121812631297,2593663,9.8370320599467,50.00795716965071,2.3094674808866675,0.6853507412536173,Tier2,False,0,True,False,False,2.4104818932506045,1.2345214893673002,1.926001650297882,0.4911648152673954,GA,0.4615651007875355,0.1082683989546161,HealthTech,3379951556262,227573616445,10304477993,23.7050959054948,2188,8.434218553586485,9.99450640582502,101.65001257380928,3.189014463809153,34,0.1911114406694018,2,29,5.889931745148318,2.0713398638396514,3,1,0.5477882501624102,0,49.55389721690476,False,True,2.3094673440612756
id_472882,FirstFlow_19782,2022,Seed,637515,390115,35729,10.918471472942716,92573,67.08178145669942,77.02294936296298,4.631554893037704,1.0333996222559971,Tier1,True,0,False,True,False,2.7918708303063458,2.483604905921484,1.611516080677272,0.5633699409461344,Beta,0.5316747625999602,0.46514761128535,Gaming,87280134118,16560070020,3439836433,23.47949625111925,67,27.944154599180585,74.54221733298056,108.7880282999051,2.523896903044955,33,0.2057964730848162,2,14,3.526235269059137,3.80302673783014,1,2,1.4322345371015284,8,44.90649016384047,True,False,4.631458416600953
id_53509,DataSoft_89567,2020,Series B,34368035,18355225,1370896,13.389209041238994,12566905,38.97725784479147,65.34188670628511,1.3090544035830096,1.4465543400751653,Tier2,False,0,False,False,False,2.426229594407115,2.328950985875325,1.9072370081598653,0.2117161444041431,GA,0.3804693331084436,0.194760959251442,EdTech,14343863049,1842364481,337545584,19.81992254839093,33400,18.234799996402696,44.961167282793625,100.37093843745332,4.158556748690718,42,0.2360979595948816,1,88,7.069409921954138,3.833508237592036,3,2,1.4507342815900643,5,42.71827656662391,False,False,1.3090535816097917
id_514627,EdgeFin_40153,2006,Series C+,118816933,47780899,3589172,13.312510424284904,66760271,78.37051308280218,84.01154522199958,0.6451452517435441,1.34127490617816,Tier1,True,0,False,False,False,2.18722177733143,3.077952264522191,1.571310517693379,0.3969366207827726,GA,0.4155338142810673,0.1412195719116304,FinTech,746269927254,108376651477,12133976040,30.63175328487989,380480,6.146383294904233,64.05834876088234,99.07739733715783,2.9525487320886774,11,0.2606630550490428,3,410,6.769236350242452,1.436351168656813,0,0,1.323082357239149,1,48.13420392257117,False,True,0.6451451342970133
id_779875,BrightEd_31766,2018,Series B,47318224,26593270,1864508,14.262882861769969,18448546,18.820152087424702,60.18580043445802,1.2127841470677254,0.7544996180558909,Tier1,False,0,False,False,False,2.5483332074264813,3.3358870456993057,1.7468140638050351,0.2367984448926574,GA,0.460485521160725,0.1634744466511024,EdTech,35194203952,5528859495,1089656815,20.41923281970636,46305,16.97483855644675,22.494099237166164,101.98797430782837,4.660384845778588,27,0.1150938006819248,1,33,5.452090058107313,2.8960153360062013,2,0,0.8449096662956227,8,56.45135386786387,True,True,1.2127837066400788
id_703190,DataMind_25320,2024,Seed,1032033,532023,62324,8.536307083371359,139516,17.87988302133188,76.70084717524847,5.360628808690504,0.9309267222492668,Angel,False,0,False,False,False,1.0764115694660827,1.3645266641198324,1.4542567675279428,0.3406155729823142,Beta,0.2098351598216581,0.1151820724748181,FinTech,982651190499,164479640519,37997026037,27.70596625778876,442,21.421694411503765,14.467945380984515,99.13284919071964,4.33903146111914,49,0.257788825376326,2,5,1.4651800975355544,4.87847348048134,2,0,1.5956162503921136,0,41.69581825292883,True,False,5.360589466441125
id_649348,CyberTech_79146,2022,Seed,734073,370288,40869,9.060315302267258,108919,34.210649286226044,71.98909384013442,4.502676599259373,1.311139157356094,Tier2,False,0,False,False,False,2.93770498614308,4.416932414708303,2.896817177677124,0.6499895037088572,GA,0.3443680978281156,0.3102951697457362,EdTech,33239431950,5615743653,1094951773,20.24314846475745,165,18.16519397197844,37.4478786356519,109.61201640714432,3.9368283718647343,30,0.1734156328957485,3,5,8.456182115517462,2.4425955945146103,3,0,3.1703340238375524,2,34.12947580230514,True,True,4.50268548187185
id_149988,CoreMind_51675,2025,Pre-seed,270602,116514,21757,5.355044159205301,0,34.402450543182,64.90489718048573,100.0,0.0,Angel,False,0,False,False,False,1.7752295907606648,1.1939757187222533,1.8037484575917784,0.1763265783759025,Beta,0.3641870491958685,0.310669250546485,Gaming,21413879034,3574490982,708681615,18.27355416962836,38,22.140722553564046,38.043415955006616,99.32501143659786,2.8914738852412567,10,0.0642289518553278,2,3,4.413680963147948,2.792466622842177,1,0,0.7298833146882545,8,39.86302955520438,False,False,100.0
